title,budget,revenue
Argentina latente,0.0,0.0
Jaguar,0.0,0.0
Bickford Shmeckler's Cool Ideas,1000000.0,0.0
Big Bad Wolf,0.0,0.0
Big Easy Express,0.0,0.0
Big Leaguer,0.0,0.0
Big Money Rustlas,1500000.0,0.0
Love Story 2050,0.0,0.0
The Summit,30000.0,0.0
GLOW: The Story of the Gorgeous Ladies of Wrestling,33157.0,0.0
This American Journey,0.0,0.0
Ultraman,0.0,0.0
The African,0.0,0.0
Cold Comes the Night,0.0,16971.0
Chouchou,0.0,0.0
Someone Marry Barry,0.0,0.0
Gamera the Brave,0.0,4000000.0
The Painting,0.0,0.0
Are All Men Pedophiles?,0.0,0.0
Climate of Change,0.0,0.0
Bury My Heart At Wounded Knee,0.0,0.0
Bigfoot: The Unforgettable Encounter,0.0,0.0
The Cutting Edge: Going for the Gold,3000000.0,0.0
Meet Me at the Fair,0.0,0.0
13 Fighting Men,0.0,0.0
Pretty/Handsome,0.0,0.0
Gerontophilia,0.0,4793.0
Mystery,14905188.0,5337409.0
The King and the Mockingbird,0.0,0.0
11.6,0.0,0.0
Nightmare Factory,0.0,0.0
Magic & Bird: A Courtship of Rivals,0.0,0.0
About Last Night,12500000.0,49002684.0
The Grand Budapest Hotel,30000000.0,174600318.0
Cuban Fury,0.0,0.0
Life of a King,0.0,0.0
An Oversimplification of Her Beauty,0.0,65975.0
Informant,0.0,0.0
All the Light in the Sky,0.0,0.0
"Black Coal, Thin Ice",0.0,0.0
Blind Massage,0.0,0.0
Jamesy Boy,0.0,0.0
Jailbait,0.0,0.0
Bring It On: Fight to the Finish,0.0,0.0
Scott Joplin,0.0,0.0
Mater and the Ghostlight,0.0,0.0
Your Friend the Rat,0.0,0.0
Dug's Special Mission,0.0,0.0
Psychosis,1200000.0,0.0
The Almost Man,0.0,0.0
Satanás - Profile of a Killer,0.0,0.0
The Education of Mohammad Hussein,0.0,0.0
Ninja 2,0.0,0.0
Rapture,0.0,0.0
News from Home,0.0,0.0
Omar,0.0,0.0
Highway,14000000.0,0.0
When Pigs Have Wings,0.0,0.0
The Ditchdigger's Daughters,0.0,0.0
Superchondriac,0.0,0.0
7 Boxes,0.0,0.0
Prêt à tout,0.0,0.0
The Brats,0.0,0.0
Grand Piano,0.0,0.0
Satan's Sword,0.0,0.0
Satan's Sword: The Dragon God,0.0,0.0
Satan's Sword III: The Final Chapter,0.0,0.0
The Boob,0.0,0.0
That Awkward Moment,8000000.0,45600000.0
The Inevitable Defeat of Mister & Pete,0.0,0.0
Interstellar,165000000.0,746606706.0
An Amish Murder,0.0,0.0
The Last of the Unjust,0.0,0.0
Apartment 1303,0.0,0.0
Apartment 1303 3D,5000000.0,3377891.0
B.U.S.T.E.D,0.0,0.0
The Gabby Douglas Story,0.0,0.0
Everybody Street,0.0,0.0
The Mark,0.0,0.0
Bill Maher: Victory Begins at Home,0.0,0.0
Bill Maher: '...But I'm Not Wrong',0.0,0.0
Bionicle: Mask of Light,0.0,0.0
All the Young Men,1000000.0,2000000.0
3 Days to Kill,28000000.0,53260230.0
Into the Middle of Nowhere,0.0,0.0
Family tree,0.0,0.0
Welcome to the Jungle,90000000.0,995339117.0
Non-Stop,0.0,0.0
The Look of Love,0.0,0.0
Bionicle 2: Legends of Metru Nui,0.0,0.0
Bionicle 3: Web of Shadows,0.0,0.0
Wrinkles,12000.0,0.0
Vertical Features Remake,0.0,0.0
The Art of War III: Retribution,0.0,0.0
The Monster X Strikes Back: Attack the G8 Summit,0.0,0.0
In Fear,0.0,0.0
One Mile Away,0.0,0.0
Fire In The Blood,0.0,0.0
Tell Them Anything You Want: A Portrait of Maurice Sendak,0.0,0.0
Love Games,0.0,0.0
Mystery Road,0.0,0.0
Breathe In,0.0,89661.0
The Garden of Words,0.0,820165.0
Pandora's Promise,0.0,0.0
A Gentle Breeze in the Village,0.0,0.0
I Don't Want to Be a Man,0.0,0.0
Always Leave Them Laughing,0.0,0.0
Behind Office Doors,0.0,0.0
Bengazi,0.0,0.0
Bionicle: The Legend Reborn,0.0,0.0
Bitter Feast,0.0,0.0
Messages Deleted,0.0,0.0
Great Freedom No. 7,0.0,0.0
The Traveling Executioner,0.0,0.0
Ninja 3: Goemon Will Never Die!,0.0,0.0
300: Rise of an Empire,110000000.0,337580051.0
The Pill,0.0,0.0
The Adventures of Hajji Baba,0.0,0.0
The Pursuit of Happiness,0.0,0.0
"Sumo Do, Sumo Don't",0.0,0.0
First Squad: The Moment of Truth,0.0,0.0
Particle Fever,0.0,0.0
Inspector Palmu's Error,0.0,0.0
Any Number Can Play,1363000.0,3205000.0
Bitter Sweet,1100000.0,2200000.0
Black Hand,0.0,0.0
Black Heaven,0.0,0.0
Threads of Destiny,0.0,0.0
Leo's Room,0.0,0.0
Contracted,0.0,58221.0
The Bag Man,0.0,56574.0
Kai Po Che!,0.0,0.0
Legend of the BoneKnapper Dragon,0.0,0.0
Captain EO,30000000.0,0.0
"Concepción Arenal, la visitadora de cárceles",0.0,0.0
A Bullet for the General,0.0,0.0
Obvious Child,0.0,3123963.0
Cheap Thrills,200000.0,0.0
Toomorrow,0.0,0.0
The Keeper of Lost Causes,5650000.0,13700000.0
Dead Genesis,15000.0,0.0
Crazy Kind of Love,0.0,0.0
Dick Figures: The Movie,313411.0,0.0
Choppertown: The Sinners,0.0,0.0
A Werewolf Boy,0.0,0.0
Trouble at Timpetill,0.0,0.0
Carmina and Amen,0.0,0.0
Bad Country,0.0,0.0
Ashura,0.0,0.0
Queen of Outer Space,0.0,0.0
Special Correspondents,0.0,0.0
Buddies,0.0,0.0
Breaking the Taboo,2000000.0,0.0
The Man from the Future,0.0,5799606.0
God's Gun,0.0,0.0
A Story of Yonosuke,0.0,0.0
The Dove,0.0,0.0
Elena Undone,0.0,0.0
Romance in a Minor Key,0.0,0.0
"Blackbeard, the Pirate",0.0,0.0
Blackenstein,0.0,0.0
Blast,700000.0,0.0
Blessed,0.0,0.0
Blessed and Cursed,0.0,0.0
Mr. Peabody & Sherman,145000000.0,272912430.0
Need for Speed,66000000.0,203277636.0
In His Hands,0.0,0.0
You've Been Trumped,0.0,0.0
Veronica Mars,6000000.0,3500000.0
All for the Winner,0.0,0.0
8,0.0,0.0
She Does Not Drink Smoke or Flirts but She Talks,0.0,0.0
The Great Passage,0.0,0.0
Cranford,,
Sonny Boy,0.0,0.0
Chiko,1500000.0,0.0
Bad Words,9500000.0,7800000.0
Son of God,22000000.0,67800064.0
Fightville,0.0,0.0
Blind Faith,0.0,0.0
Blind Terror,0.0,0.0
Blonde Fever,0.0,0.0
Meth,0.0,0.0
You Will Be My Son,0.0,0.0
"The Stars Will Tell, Inspector Palmu",0.0,0.0
"Vodka, Mr. Palmu",0.0,0.0
Superpower,0.0,0.0
Repentance,5000000.0,1189612.0
The Artist and the Model,0.0,0.0
Sniper: Reloaded,0.0,0.0
Puss in Boots: The Three Diablos,0.0,0.0
Meu Passado me Condena,0.0,0.0
My Mom Is a Character,2000000.0,20552094.0
Blood Out,0.0,0.0
The Cat Concerto,0.0,0.0
The French Minister,5112027.0,5586646.0
Why Don't You Play in Hell?,0.0,0.0
Spanish Affair,3000000.0,78768613.0
Such Good Friends,0.0,0.0
Sextette,6000000.0,50000.0
The Human Factor,0.0,0.0
Love Simple,0.0,0.0
On My Way,0.0,0.0
George & A.J.,0.0,0.0
Age of Uprising: The Legend of Michael Kohlhaas,0.0,0.0
Nobody Owns Me,0.0,0.0
Cosmic Psychos: Blokes You Can Trust,80000.0,0.0
The Next Man,0.0,0.0
Wanda Nevada,0.0,2411145.0
The 'Human' Factor,0.0,0.0
Prison Terminal: The Last Days of Private Jack Hall,0.0,0.0
"Bless Me, Ultima",0.0,1553826.0
Blondes at Work,0.0,0.0
Blondie of the Follies,0.0,0.0
Blood and Roses,0.0,0.0
Space Pirate Captain Harlock,30000000.0,18010317.0
Schwestern,0.0,0.0
Dragonwyck,0.0,3000000.0
Stay as You Are,0.0,0.0
Our Modern Maidens,283000.0,857000.0
Two Queens and One Consort,0.0,0.0
Le Crocodile du Botswanga,10916704.0,0.0
Stunts,600000.0,2000000.0
W.W. and the Dixie Dancekings,0.0,0.0
From Within,0.0,66456.0
Blood Crime,0.0,0.0
Blood Night: The Legend of Mary Hatchet,3000000.0,0.0
Bloodfist,0.0,0.0
Captain America: The Winter Soldier,170000000.0,714766572.0
Pioneer,0.0,0.0
Naked Harbour,0.0,0.0
Asphalt Playground,0.0,0.0
Starred Up,0.0,54915.0
Kill Me Now,90.0,0.0
Key of Life,0.0,0.0
Mass Effect: Paragon Lost,0.0,0.0
Beautiful Darling,0.0,0.0
Noah,125000000.0,362600000.0
The Nut Job,42000000.0,122500000.0
Avengers Confidential: Black Widow & Punisher,0.0,0.0
Belle and Sebastian,11300000.0,35825575.0
Amazonia,0.0,0.0
Aya of Yop City,0.0,314047.0
Takedown: The DNA of GSP,0.0,0.0
A Man Called Adam,600.0,0.0
April Showers,0.0,0.0
Today,15000.0,0.0
The Judge and the Assassin,0.0,0.0
A Gang Story,0.0,0.0
Who Is Killing the Great Chefs of Europe?,0.0,0.0
The Green Slime,0.0,0.0
Blondie Johnson,0.0,0.0
Mistaken for Strangers,0.0,137460.0
i hate myself :),0.0,0.0
Don’t Stop Believin’: Everyman’s Journey,0.0,0.0
Blank City,0.0,99303.0
Bloodknot,0.0,0.0
BloodRayne: The Third Reich,10000000.0,0.0
Outlaw Blues,1900000.0,0.0
Sky Riders,0.0,0.0
The Haunted,0.0,0.0
Across to Singapore,290000.0,596000.0
George and the Dragon,32000000.0,0.0
Man at Bath,0.0,0.0
Our Paradise,0.0,0.0
BloodRayne: Deliverance,10000000.0,167445.0
Bloody Murder 2: Closing Camp,325000.0,0.0
Boarding School,0.0,0.0
Kalevala - Uusi aika,0.0,0.0
A Town Called Hell,0.0,0.0
The Other Side of the Mountain: Part II,0.0,0.0
A Little Stiff,0.0,0.0
Season of Monsters,0.0,0.0
My Way Home,0.0,0.0
Diplomacy,0.0,0.0
By the Pricking of My Thumbs,0.0,0.0
Partners in Crime,0.0,0.0
King of Comedy,0.0,3850000.0
alaskaLand,0.0,0.0
13 Sins,5000000.0,13809.0
Slacker 2011,0.0,0.0
The Legend of Hercules,70000000.0,61279452.0
Muppets Most Wanted,50000000.0,80400000.0
Bob Saget: That Ain't Right,0.0,0.0
Bobcat Goldthwait: You Don't Look the Same Either,0.0,0.0
Me Two,5105644.0,2180120.0
The Dinner Guest,0.0,0.0
Do You Wanna Know a Secret?,0.0,0.0
"Man, Woman & the Wall",0.0,0.0
Dom Hemingway,7000000.0,1300000.0
The Missing Picture,0.0,76933.0
Gleason,0.0,0.0
Electrick Children,0.0,0.0
Me and You,0.0,0.0
Moebius,250000.0,0.0
Night Gallery,0.0,0.0
A Pool Without Water,0.0,0.0
Blood Ties,0.0,0.0
Wetlands,0.0,0.0
Free to Play,150000.0,0.0
Survival Island,0.0,0.0
Trailer Park Jesus,0.0,0.0
Jean-Michel Basquiat: The Radiant Child,0.0,0.0
"Boeing, Boeing",0.0,0.0
Bond Girls Are Forever,0.0,0.0
Nitro Circus: The Movie,0.0,3903479.0
The Unknown Known,0.0,0.0
Best Man Down,1500000.0,1938.0
Boots and Saddles,0.0,0.0
Border Feud,0.0,0.0
Border Run,5000000.0,0.0
The Loves of Pharaoh,0.0,0.0
Breaking the Silence: Truth and Lies in the War on Terror,0.0,0.0
Seizure,250000.0,0.0
Palestine Is Still the Issue,0.0,0.0
In the Blood,10000000.0,0.0
The Girl from the Naked Eye,1100000.0,0.0
Möbius,0.0,10357345.0
"Sheba, Baby",0.0,0.0
Forgetting the Girl,200.0,0.0
Celestial Wives of the Meadow Mari,0.0,0.0
Viva Knievel!,0.0,0.0
Going Postal,400.0,0.0
Her Master's Voice,0.0,0.0
Sun Don't Shine,0.0,0.0
The Quiet Ones,200000.0,17834867.0
Draft Day,25000000.0,28831145.0
The Mysterious Geographic Explorations of Jasper Morello,0.0,0.0
Girls Against Boys,0.0,6111.0
We Are the Best!,0.0,180590.0
Scary or Die,0.0,0.0
When Jews Were Funny,0.0,0.0
Big Jim McLain,0.0,0.0
Borrowed Hearts,0.0,0.0
The Thirteen,0.0,0.0
The Raid 2,4500000.0,6566916.0
Metro Manila,0.0,0.0
Sparks,0.0,0.0
Trancers II: The Return of Jack Deth,0.0,0.0
Série noire,0.0,0.0
The Oyster Princess,0.0,0.0
Superdad,239000.0,0.0
Policewomen,0.0,0.0
Bounty Hunters,0.0,0.0
"Boy, Did I Get a Wrong Number!",0.0,0.0
Boys' Night Out,0.0,0.0
Maternal Half-Brothers,0.0,0.0
Brain Smasher... A Love Story,0.0,0.0
MC5: Kick Out the Jams,0.0,0.0
The Loving Story,0.0,0.0
Boca,0.0,0.0
The Amazing Spider-Man 2,200000000.0,708962323.0
Love Meetings,0.0,2248.0
Graceland,0.0,0.0
That'll Be The Day,0.0,0.0
The Slams,0.0,0.0
Son of Batman,0.0,0.0
Terror Beneath the Sea,0.0,0.0
Trancers 3: Deth Lives,2000000.0,0.0
16 Acres,0.0,0.0
Calvary,0.0,3593460.0
The Iran Job,0.0,0.0
Oculus,5000000.0,44459951.0
O. Henry's Full House,0.0,0.0
"Sweet Jesus, Preacherman",0.0,0.0
The Strange World of Planet X,0.0,0.0
God's Not Dead,17000000.0,29789000.0
Dinoshark,0.0,0.0
Our Blushing Brides,337000.0,1211000.0
Cold in July,0.0,427418.0
The Second Woman,0.0,0.0
Hit Lady,0.0,0.0
All American Chump,0.0,0.0
American Cyborg: Steel Warrior,0.0,447784.0
Arsène Lupin,23000000.0,0.0
g@me.,0.0,0.0
Claustrofobia,0.0,0.0
Witching & Bitching,8000000.0,0.0
Lovin' Molly,0.0,0.0
March or Die,8000000.0,1000000.0
The Norseman,0.0,0.0
La Señal,0.0,0.0
Rio 2,103000000.0,498781117.0
An Honest Liar,0.0,0.0
Ein Schnitzel für drei,0.0,0.0
Echoes from the Dead,0.0,0.0
In Your Eyes,1000000.0,0.0
Bears,0.0,0.0
Breakthrough,14000000.0,49200000.0
Bridge to the Sun,0.0,0.0
Fading Gigolo,0.0,2681345.0
Transcendence,0.0,0.0
Leo the Last,0.0,0.0
Hatchet III,1169935.0,0.0
Wake Wood,0.0,0.0
Heaven is for Real,12000000.0,101300000.0
Mondo Hollywood,0.0,0.0
Bright Lights,0.0,0.0
Made For Each Other,0.0,0.0
Pulling Strings,0.0,0.0
Bullet Ballet,0.0,0.0
A Haunted House 2,4000000.0,25343661.0
What Matters Most,0.0,0.0
Mulan II,0.0,0.0
Jupiter's Darling,0.0,0.0
Along the Sungari River,0.0,0.0
Ghost Adventures,0.0,0.0
Le Week-End,0.0,2225098.0
Ikigami: The Ultimate Limit,0.0,0.0
The Glass Slipper,0.0,0.0
All About the Feathers,0.0,0.0
Vampire Academy,30000000.0,15391979.0
Dead in the Water,0.0,0.0
Girl on a Bicycle,0.0,0.0
Which Way to the Front?,0.0,0.0
The Liberation of L.B. Jones,3500000.0,0.0
RoboCroc,0.0,0.0
Brick Mansions,28000000.0,71416730.0
Devil's Knot,15000000.0,0.0
Bright Road,0.0,0.0
Broadway Melody of 1938,0.0,0.0
Broadway Rhythm,0.0,0.0
Broadway Serenade,0.0,0.0
Firstborn,8000000.0,6250994.0
Nature of the Beast,0.0,0.0
The Master Gunfighter,3500000.0,0.0
Conquest 1453,2581561.0,9001826.0
The Rocket,1525000.0,0.0
The 100 Year-Old Man Who Climbed Out the Window and Disappeared,9250000.0,51167572.0
Locke,2000000.0,4635300.0
Ninja 4: Siege,0.0,0.0
The Point Men,6100000.0,714.0
Mortified Nation,0.0,0.0
Alter Egos,0.0,0.0
A Study in Scarlet,0.0,0.0
Before Dawn,0.0,0.0
Belle of the Yukon,0.0,0.0
Tungsten,0.0,0.0
Garden Lovers,0.0,0.0
Pompeii,100000000.0,117831631.0
All That Glitters,0.0,0.0
The Ultimate Accessory,1400000.0,0.0
Donovan's Echo,0.0,0.0
13/13/13,0.0,0.0
Age of Dinosaurs,0.0,0.0
Slavoj Žižek: The Reality of the Virtual,11.0,0.0
Attack from Space,0.0,0.0
Ten Violent Women,0.0,0.0
Golden Christmas 2,0.0,0.0
A Fever In The Blood,0.0,0.0
A Golden Christmas,0.0,0.0
A Golden Christmas 3,0.0,0.0
A Haunting at Silver Falls,2500000.0,0.0
Three Faces East,0.0,0.0
Mumblecore,0.0,0.0
Little Fauss and Big Halsy,2500000.0,1755485.0
Silver Bears,0.0,0.0
The Man Who Loved Cat Dancing,0.0,0.0
Il Capitano: A Swedish Requiem,0.0,0.0
Man in the Wilderness,0.0,0.0
The Gladiators,0.0,0.0
Soleil O,0.0,0.0
Powers of Ten,0.0,0.0
A Resurrection,0.0,0.0
Alpha and Omega 2: A Howl-iday Adventure,0.0,0.0
Alpha and Omega 3: The Great Wolf Games,0.0,0.0
Ambushed,0.0,0.0
Axed,0.0,0.0
"A Fragile Trust: Plagiarism, Power, and Jayson Blair at the New York Times",0.0,0.0
Henry Kissinger: Secrets of a Superpower,0.0,0.0
Tentacles,0.0,0.0
Jodorowsky's Dune,0.0,662736.0
Unlawful Killing,0.0,0.0
20 Ft Below: The Darkness Descending,0.0,0.0
A Case of You,0.0,4187.0
The Blind Menace,0.0,0.0
Belle,10900000.0,16500000.0
Pulling John,0.0,0.0
A Wednesday!,1400000.0,3500000.0
Blindman,0.0,0.0
Good People,0.0,1857574.0
Heldorado,0.0,0.0
The Wild Life,0.0,9500000.0
Combat Girls,0.0,0.0
You Instead,0.0,6255.0
Crack-Up,0.0,0.0
Magic Magic,0.0,0.0
Heli,1000000.0,0.0
I Think We're Alone Now,0.0,0.0
Hide in Plain Sight,0.0,0.0
Into the Blue 2: The Reef,0.0,0.0
Into the Storm,0.0,0.0
Atomic Rulers,0.0,0.0
City Under Siege,17000000.0,13851432.0
Moms' Night Out,5000000.0,10429707.0
Memorial Day,4200000.0,0.0
Viola,1000.0,0.0
An Enemy of the People,2500000.0,0.0
Gods of the Plague,0.0,0.0
Master of the House,0.0,0.0
Redes,0.0,0.0
Samaritan Zatôichi,0.0,0.0
A Small Town in Texas,0.0,0.0
X-Men: Days of Future Past,250000000.0,747862775.0
Paid,0.0,0.0
Walter Defends Sarajevo,0.0,0.0
Lovely Molly,1000000.0,18463.0
Walk of Shame,6000000.0,8100000.0
Crystal Lake Memories: The Complete History of Friday the 13th,0.0,0.0
Hunt vs Lauda: F1's Greatest Racing Rivals,0.0,0.0
Blue Ruin,420000.0,993313.0
Palo Alto,0.0,919591.0
Kid Cannabis,5000000.0,0.0
The Home and the World,0.0,0.0
Trances,200000.0,0.0
Une Chambre en Ville,0.0,0.0
Zatôichi and the Fugitives,0.0,0.0
Zatôichi at Large,0.0,0.0
Jim Gaffigan: Obsessed,0.0,0.0
Legends of Oz: Dorothy's Return,70000000.0,18662027.0
The Lady in Number 6,0.0,0.0
Chef,11000000.0,45967935.0
The Doll Squad,0.0,0.0
The Treasure Hunter,0.0,0.0
Burton and Taylor,0.0,0.0
In a Town This Size,0.0,0.0
Strip Search,0.0,0.0
The Brasher Doubloon,0.0,0.0
Blaise Pascal,0.0,0.0
The Beach Girls and the Monster,0.0,0.0
Top Banana,0.0,0.0
Body Of Water,0.0,0.0
Lesson of the Evil,0.0,26167224.0
Zatôichi in Desperation,0.0,0.0
The Love God?,0.0,0.0
The Last Time I Saw Archie,0.0,0.0
24 Exposures,0.0,0.0
Zatôichi's Conspiracy,0.0,0.0
"10,000 km",0.0,0.0
A Kiss in the Dark,0.0,0.0
The Normal Heart,0.0,0.0
Man Friday,0.0,0.0
Invaders from Space,0.0,0.0
Utopia,0.0,0.0
Paying the Price: Killing the Children of Iraq,0.0,0.0
Welcome to Australia,0.0,0.0
Afflicted,318000.0,121179.0
Interior. Leather Bar.,0.0,0.0
American Horror House,0.0,0.0
American Milkshake,0.0,0.0
An American Ghost Story,10000.0,0.0
Our Time,2700000.0,82027760.0
The Mansion of Madness,0.0,0.0
Turks & Caicos,0.0,0.0
Salting the Battlefield,0.0,0.0
Birth of the Living Dead,0.0,0.0
Gen-Y Cops,0.0,0.0
Die Fischerin,0.0,0.0
Dark Girls,125000.0,0.0
El chocolate del loro,0.0,283604.0
Blended,40000000.0,128000000.0
Begin Again,0.0,0.0
Kelly & Cal,0.0,0.0
A Brony Tale,0.0,0.0
Mega Python vs. Gatoroid,500000.0,0.0
Big Ass Spider!,0.0,0.0
The Heat's On,0.0,0.0
The Anna Nicole Smith Story,0.0,0.0
Anna Nicole,0.0,0.0
The Short Game,0.0,0.0
12 O’Clock Boys,0.0,44.0
A Message to Garcia,0.0,0.0
Nightwing,0.0,0.0
Satan's School For Girls,0.0,0.0
Maleficent,180000000.0,758539785.0
The Two Faces of January,0.0,4507463.0
Zombeavers,0.0,14947.0
Toward the Unknown,0.0,0.0
Monster Hunter,60000000.0,42145959.0
April Rain,0.0,0.0
At Middleton,2500000.0,0.0
Babysitters Beware,1500000.0,0.0
A.C.A.B. All Cats Are Brilliant,0.0,0.0
Loving,9000000.0,8996802.0
Beneath the Valley of the Ultra-Vixens,239000.0,0.0
The Girl He Left Behind,0.0,0.0
Shoot-Out At Medicine Bend,0.0,0.0
Darby's Rangers,0.0,0.0
Having You,0.0,0.0
Backfire,100000.0,0.0
Scooby-Doo! WrestleMania Mystery,0.0,0.0
The Dance of Reality,3000000.0,0.0
The Love Punch,0.0,0.0
Ordinary Miracles,0.0,0.0
A Million Ways to Die in the West,40000000.0,86400000.0
The Cabinet of Caligari,18000.0,8811.0
Bye Bye Monkey,0.0,0.0
Empire of Silver,0.0,0.0
Mile... Mile & A Half,0.0,0.0
I Like Killing Flies,0.0,14000.0
Edge of Tomorrow,178000000.0,370541256.0
Little England,0.0,0.0
Serial (Bad) Weddings,13000000.0,176404493.0
The Pied Piper,0.0,0.0
An Unreal Dream: The Michael Morton Story,0.0,0.0
The Violent Men,0.0,0.0
Tracks,0.0,0.0
Mission: Impossible - Rogue Nation,150000000.0,682716636.0
Neverland,0.0,0.0
Midnight Chronicles,0.0,0.0
Catlow,0.0,0.0
Million Dollar Arm,25000000.0,38307627.0
This Thing with Sarah,0.0,0.0
G.B.F.,3200000.0,0.0
Jack the Ripper,0.0,0.0
Train On The Brain,0.0,0.0
Sunlight Jr.,0.0,0.0
Narco Cultura,0.0,163690.0
Once Upon a Time in Shanghai,0.0,0.0
Jimi: All Is by My Side,0.0,340911.0
A Man Named Rocca,0.0,0.0
A Crime in Paradise,0.0,0.0
Bad Ass 2: Bad Asses,5500000.0,0.0
Bad Boy,0.0,0.0
Battle Circus,1201000.0,2362000.0
The Odds,0.0,0.0
Generation Iron,0.0,0.0
"X, Y and Zee",0.0,0.0
Flight 7500,0.0,0.0
Battle of the Damned,8000000.0,0.0
Best Foot Forward,1162000.0,2704000.0
Black Coffee,0.0,0.0
Love and Pain and the Whole Damn Thing,0.0,0.0
The Revolutionary,0.0,0.0
#chicagoGirl,0.0,0.0
Liv & Ingmar,0.0,0.0
Mr. Baum,0.0,0.0
Bettie Page Reveals All,0.0,0.0
Luv,0.0,134634.0
Lilting,0.0,0.0
A Night in Old Mexico,2000000.0,0.0
Teresa,0.0,0.0
Cry Terror!,0.0,0.0
The Fault in Our Stars,14000000.0,307166834.0
The Grand Seduction,12700000.0,3430018.0
Raze,0.0,0.0
Black Nativity,17500000.0,7018189.0
Blood of Redemption,0.0,0.0
Occupant,0.0,0.0
Minuscule: Valley of the Lost Ants,19700000.0,30000000.0
Jayne Mansfield's Car,0.0,14836.0
Hot Rods To Hell,0.0,0.0
Princesse Tam Tam,0.0,0.0
Rumble on the Docks,0.0,0.0
The Thompsons,3000000.0,0.0
Tangled Ever After,0.0,0.0
Tercera Llamada,0.0,0.0
13 Frightened Girls,0.0,0.0
Against All Flags,0.0,0.0
Andy Hardy Meets Debutante,436000.0,2623000.0
Annabel Takes a Tour,0.0,0.0
Backstairs,0.0,0.0
One on One,0.0,0.0
The Plot Against Harry,0.0,0.0
A Letter to Momo,0.0,6748888.0
Maps to the Stars,15000000.0,4510000.0
Helen,8000000.0,34820.0
Go Fast,0.0,6198016.0
My Best Enemy,0.0,0.0
The Wrath of God,370000.0,37041.0
The Shape of Things to Come,0.0,0.0
The Case Against 8,0.0,0.0
Goodbye World,0.0,0.0
Frequencies,0.0,0.0
So Undercover,15000000.0,2500000.0
Mindscape,8000.0,0.0
Northeast,0.0,0.0
Back in the Day,0.0,0.0
Les toits de Paris,0.0,0.0
Bikini Spring Break,500000.0,500000.0
22 Jump Street,50000000.0,331333876.0
Human Capital,0.0,0.0
The Equalizer,55000000.0,192330738.0
For Ellen,0.0,0.0
How to Train Your Dragon 2,145000000.0,621537519.0
Lord of Tears,0.0,0.0
The Sudden Wealth of the Poor People of Kombach,0.0,0.0
Bambou,0.0,0.0
Birdman,0.0,0.0
Lope,0.0,0.0
Saving Grace B. Jones,0.0,0.0
Sexual Chronicles of a French Family,0.0,0.0
Bitter Creek,0.0,0.0
Murder by Proxy,0.0,0.0
Blood Shed,2000000.0,0.0
"Tell Me That You Love Me, Junie Moon",0.0,0.0
Play It As It Lays,1000000.0,0.0
17 Girls,4141459.0,201607.0
Broadway Idiot,0.0,0.0
Broken Kingdom,0.0,0.0
Brooklyn Babylon,0.0,0.0
The Dirties,10000.0,0.0
The Mind of Mr. Soames,0.0,0.0
Mrs. Pollifax: Spy,0.0,0.0
Snapshot,0.0,0.0
Money as Debt,0.0,0.0
Beginning of an Unknown Era,0.0,0.0
Norman... Is That You?,0.0,0.0
I See a Dark Stranger,0.0,0.0
Brooklyn Dodgers: The Ghosts of Flatbush,0.0,0.0
For No Good Reason,0.0,0.0
Haunt,0.0,0.0
Doc of the Dead,0.0,0.0
The Legend of the 7 Golden Vampires,0.0,0.0
Boyhood,4000000.0,48137666.0
The Trials of Cate McCall,7000000.0,249601.0
Tillbaka till Bromma,0.0,0.0
Saints and Soldiers: Airborne Creed,0.0,0.0
Tall Story,0.0,0.0
Think Like a Man Too,24000000.0,70181428.0
The Pool Boys,0.0,0.0
Jersey Boys,40000000.0,67347013.0
Nick Fury: Agent of S.H.I.E.L.D.,0.0,0.0
The Pirates of Blood River,0.0,0.0
Bitch Hug,0.0,0.0
Caprice,0.0,0.0
The Internet's Own Boy: The Story of Aaron Swartz,0.0,48911.0
Anita,0.0,0.0
8 Days to Premiere,0.0,0.0
A Mother's Courage,0.0,0.0
112 Weddings,0.0,0.0
A Fine Pair,0.0,0.0
A Kid for Two Farthings,0.0,0.0
A Woman's Secret,0.0,0.0
The Deadly Trap,0.0,0.0
Transformers: Age of Extinction,210000000.0,1104054072.0
Metalhead,0.0,0.0
Russian Roulette,0.0,1084503.0
Attack of the 50 Ft. Woman,0.0,0.0
Our Man In Marrakesh,0.0,0.0
Belle Starr,0.0,0.0
Finding Vivian Maier,0.0,1503616.0
Jack Strong,3335702.0,0.0
Jennifer,0.0,0.0
Perfect Sisters,0.0,0.0
Belly 2: Millionaire Boyz Club,0.0,0.0
Beware of Pity,0.0,0.0
Frank,1000000.0,1897363.0
I Belong,0.0,0.0
Mama's Boy,0.0,0.0
Sound of Redemption: The Frank Morgan Story,0.0,0.0
In Bloom,0.0,0.0
Very Good Girls,0.0,0.0
Joe's Palace,0.0,0.0
Day of the Animals,1200000.0,0.0
Savage Beasts,0.0,0.0
Happy Birthday to a Beautiful Woman,0.0,0.0
They Came Together,0.0,0.0
Questioning Darwin,0.0,0.0
The Son-Daughter,0.0,0.0
Planes: Fire & Rescue,50000000.0,151165787.0
Black Gunn,0.0,0.0
"Shoot First, Die Later",0.0,0.0
"So Evil, So Young",0.0,0.0
Elaine Stritch: Shoot Me,0.0,0.0
Wild Oranges,0.0,0.0
Stuart: A Life Backwards,0.0,0.0
